name,categories,rating,review_count,phone,address,city,state,postal_code,website,email,source,latitude,longitude,url,instagram,facebook,tiktok,youtube
Marco's Electricians LLC,"electrician, point_of_interest, establishment",4.8,83,+1 224-529-4436,"10 W Schaumburg Rd #1563, Schaumburg, IL 60194, United States",,,,,,google_places,42.0275907,-88.0808013,https://www.google.com/maps/place/?q=place_id:ChIJnZSluc6vD4gRDsFzl9A2GCc,,,,
All Rooter Hydro Jetting- Sewer & Drain Experts Inc.,"plumber, general_contractor, point_of_interest, establishment",4.7,82,+1 708-669-3570,"4900 S Tripp Ave, Chicago, IL 60632, United States",,,,https://allrooter-plumbing.com/?utm_source=google&utm_medium=gmb&utm_campaign=seo,info@allrooter-plumbing.com,google_places,41.8039959,-87.72989129999999,https://www.google.com/maps/place/?q=place_id:ChIJpSrXy5sxDogR-tBs63Eln0k,,https://www.facebook.com/allrooterplumbing/,,
All Star Plumbing & Sewer,"plumber, point_of_interest, establishment",4.5,36,+1 708-692-5510,"4424 S Keating Ave, Chicago, IL 60632, United States",,,,https://allstarplumbinginc.com/,,google_places,41.8123456,-87.742412,https://www.google.com/maps/place/?q=place_id:ChIJ6S-u0AQxDogRxNq-JKV6_gM,,,,
Electrician Experts 24H,"electrician, point_of_interest, establishment",4.9,37,+1 224-754-7211,"1255 Oxford Rd, Deerfield, IL 60015, United States",,,,https://electricianexperts24h.com/,,google_places,42.1760361,-87.83794789999999,https://www.google.com/maps/place/?q=place_id:ChIJOzVMF8PBD4gRdew7hxhs3hI,,,,
SparkIt Electrician,"electrician, point_of_interest, establishment",5,19,+1 224-998-6022,"8327 Skokie Blvd, Skokie, IL 60077, United States",,,,https://nc-electrician.com/,,google_places,42.0322258,-87.74708749999999,https://www.google.com/maps/place/?q=place_id:ChIJz-1bt2nPD4gRXXuZFmuf2BM,,,,
Art Electrician,"electrician, point_of_interest, establishment",5,6,+1 847-796-8776,"17 S Evergreen Ave, Arlington Heights, IL 60005, United States",,,,https://electricianarlingtonheights.com/,,google_places,42.082575,-87.9815163,https://www.google.com/maps/place/?q=place_id:ChIJ7wUnWWm7D4gRQ4zMWES53lw,,,,
wirenuts electrical services,"electrician, point_of_interest, establishment",5,26,+1 708-680-6077,"9432 Jefferson Ave, Brookfield, IL 60513, United States",,,,,,google_places,41.8285068,-87.85807679999999,https://www.google.com/maps/place/?q=place_id:ChIJ70SpQwZKDogRp0vdlG9JAUA,,,,
Skyline Electric,"electrician, home_goods_store, store, point_of_interest, establishment",4.8,141,+1 312-818-0400,"301 W Grand Ave Suite #168, Chicago, IL 60654, United States",,,,https://www.skylineelectric.co/,,google_places,41.8914488,-87.6357938,https://www.google.com/maps/place/?q=place_id:ChIJ8cot_S0tDogRcknggAq3Yuc,,,,
Arthur Electrician,"electrician, point_of_interest, establishment",5,5,+1 630-716-2082,"5800 Tri-State Tollway, Hinsdale, IL 60521, United States",,,,https://hinsdaleelectrician.com/,,google_places,41.7835299,-87.9083675,https://www.google.com/maps/place/?q=place_id:ChIJw2A-2ehJDogRKR1Ix_yYBR0,,,,
Price Is Right Electric,"electrician, point_of_interest, establishment",4.9,85,+1 773-406-4004,"610 Locust St, Hammond, IN 46324, United States",,,,,,google_places,41.5916592,-87.51338129999999,https://www.google.com/maps/place/?q=place_id:ChIJFXThEsLfEYgRsQPajD4KSHQ,,,,
LueTech Electrician,"electrician, point_of_interest, establishment",5,14,+1 224-899-7072,"731 W Dundee Rd, Wheeling, IL 60090, United States",,,,https://nlelectrician.com/,,google_places,42.1388658,-87.9338686,https://www.google.com/maps/place/?q=place_id:ChIJr4cCBlq9D4gRtpgtO4-ID_4,,,,
Mr. Mighty Electric,"electrician, general_contractor, point_of_interest, establishment",4.6,233,+1 773-406-7500,"1913 W 21st St, Chicago, IL 60608, United States",,,,http://www.mrmightyelectric.com/,,google_places,41.8539019,-87.6740497,https://www.google.com/maps/place/?q=place_id:ChIJaZOFm2MtDogRzyx3d6CuM5Q,https://www.instagram.com/mr.chicagoelectrician/,https://www.facebook.com/Mr.Mightychicago,,https://www.youtube.com/watch
NGR Electric Llc,"electrician, point_of_interest, establishment",4.4,51,+1 219-801-2574,"4320 Calhoun St, Gary, IN 46408, United States",,,,,,google_places,41.5401288,-87.408602,https://www.google.com/maps/place/?q=place_id:ChIJkUU76ovfEYgRgu896UYC3tw,,,,
CL Pro Electrician,"electrician, point_of_interest, establishment",4.8,25,+1 224-714-0746,"1028 Davis St, Evanston, IL 60201, United States",,,,https://nclelectrician.com/,,google_places,42.0468517,-87.6864732,https://www.google.com/maps/place/?q=place_id:ChIJa-OkAjzRD4gRbm-n-FMqkx8,,,,
SAFE Electrical Service,"electrician, point_of_interest, establishment",4.8,88,+1 708-361-1555,"1803 W 95th St Suite 181, Chicago, IL 60643, United States",,,,http://safeelectrical.com/,user@domain.com,google_places,41.7208791,-87.66778939999999,https://www.google.com/maps/place/?q=place_id:ChIJ8bwbC3IlDogR5-_ioLLvNlY,,http://www.facebook.com/2008/fbml,,
Feniks Electric Inc,"electrician, point_of_interest, establishment",4.9,115,+1 773-387-3637,"7327 W 90th St, Bridgeview, IL 60455, United States",,,,https://www.fenikselectric.com/,info@fenikselectric.com,google_places,41.7275151,-87.8033052,https://www.google.com/maps/place/?q=place_id:ChIJgfVybPAxDogRtS3QS3yrEHM,,http://www.facebook.com/2008/fbml,,
Electrician Pros Bolingbrook,"electrician, point_of_interest, establishment",5,33,+1 630-538-8621,"116 Enclave Cir Unit B, Bolingbrook, IL 60440, United States",,,,http://www.electicianprosbolingbrook.com/,,google_places,41.7007717,-88.06527469999999,https://www.google.com/maps/place/?q=place_id:ChIJZzSQaVpbDogR_Oe3CpTbE7Q,,,,
Alltown Electric Inc | Local Electrician | Electrician,"electrician, point_of_interest, establishment",4.4,14,+1 847-430-3200,"1717 S Prairie Ave, Chicago, IL 60616, United States",,,,,,google_places,41.858496,-87.61992099999999,https://www.google.com/maps/place/?q=place_id:ChIJM6sbuIEsDogRWMe5i0mEnpk,,,,
My Electrician & Contractor,"electrician, general_contractor, point_of_interest, establishment",5,14,+1 708-490-5796,"50 S Washington St Ste 301, Hinsdale, IL 60521, United States",,,,http://www.myelectriciancontractor.com/,user@domain.com,google_places,41.8018325,-87.9296311,https://www.google.com/maps/place/?q=place_id:ChIJtWffsl1JDogRaRnlKQPnoCQ,,http://www.facebook.com/2008/fbml,,
A Plus Electric Inc,"electrician, point_of_interest, establishment",4.3,167,+1 847-362-1133,"9931 N Warren Oval, Niles, IL 60714, United States",,,,http://apluselectrician.net/,,google_places,42.0610667,-87.83428769999999,https://www.google.com/maps/place/?q=place_id:ChIJ6VYAOd7HD4gR-ARiTctyiFY,,,,
Arlington Heights Electrician Guys,"electrician, point_of_interest, establishment",5,11,+1 847-595-4995,"3424 N Old Arlington Heights Rd, Arlington Heights, IL 60004, United States",,,,http://electricianprosarlingtonheights.com/,,google_places,42.1380223,-87.98176819999999,https://www.google.com/maps/place/?q=place_id:ChIJFYdqLObHwoARGAFeukyYRAI,,,,
Electrician Pros Evanston,"electrician, point_of_interest, establishment",5,32,+1 847-860-6605,"1822 Simpson St, Evanston, IL 60201, United States",,,,http://www.electricianprosevanston.com/,,google_places,42.055432,-87.6984202,https://www.google.com/maps/place/?q=place_id:ChIJyWSI_WXFD4gRFeB81tt3OHU,,,,
Gatto Electric - Licensed Electrician,"electrician, point_of_interest, establishment",5,2,+1 630-546-4673,"222 S Maplewood Ave, Northlake, IL 60164, United States",,,,http://www.gattoelectrical.com/,,google_places,41.9033935,-87.9000694,https://www.google.com/maps/place/?q=place_id:ChIJoeeZBia1D4gRg-00M7DpLxA,,,,
Clean Up Master Electrician,"electrician, point_of_interest, establishment",5,1,+1 224-259-2378,"3315 Golf Rd, Evanston, IL 60203, United States",,,,https://cleanupmasterelectrician.com/,Services@CleanUpMasterElectrician.com,google_places,42.0523529,-87.710713,https://www.google.com/maps/place/?q=place_id:ChIJ1dJr2TzPD4gRgPBnbvSFt4U,,,,
Humboldt Park Licensed Electrician,"electrician, point_of_interest, establishment",1,1,+1 872-903-1313,"4015 W Grand Ave, Chicago, IL 60651, United States",,,,,,google_places,41.906165,-87.7271592,https://www.google.com/maps/place/?q=place_id:ChIJhWtOLnbND4gRDoIwSUrinVA,,,,
Accolade Electrical Chicago IL,"electrician, point_of_interest, establishment",4.5,15,+1 312-547-1935,"666 Michigan Ave, Chicago, IL 60611, United States",,,,,,google_places,41.894471,-87.62465499999999,https://www.google.com/maps/place/?q=place_id:ChIJw5zv3NctDogR_oiq6UMIH7M,,,,
C-Volt Electrician,"electrician, point_of_interest, establishment",5,24,+1 224-360-5276,"446 Kennedy Pl, Vernon Hills, IL 60061, United States",,,,https://ml-electrician.com/,,google_places,42.2461287,-87.9773921,https://www.google.com/maps/place/?q=place_id:ChIJKwrPK2CXD4gRd0f11UCawAA,,,,
"DC Electrical Services - Licensed, Bonded And Insured, Emergency Chicagoland Electrician","electrician, point_of_interest, establishment",4.8,44,+1 224-628-3623,"5547 W Giddings St, Chicago, IL 60630, United States",,,,https://dclicensedelectrician.com/,info@dclicensedelectrician.com,google_places,41.9662,-87.766897,https://www.google.com/maps/place/?q=place_id:ChIJCw4l1znND4gRzZ1ARGO9-Jo,,,,
Lincoln Park Electrician,"electrician, point_of_interest, establishment",1,1,+1 872-903-0794,"2747 N Clybourn Ave, Chicago, IL 60618, United States",,,,,,google_places,41.93120890000001,-87.6764317,https://www.google.com/maps/place/?q=place_id:ChIJP1Zb_2fTD4gR0ab2mZeA5yk,,,,
STS Electric,"electrician, point_of_interest, establishment",4.7,12,+1 312-857-8660,"875 N Michigan Ave #3100, Chicago, IL 60611, United States",,,,https://stselectric.com/,,google_places,41.8988084,-87.62307919999999,https://www.google.com/maps/place/?q=place_id:ChIJNbKQElTTD4gRcle6M74Ssog,https://www.instagram.com/stsecontractors/,https://www.facebook.com/stselectricchicago,,https://www.youtube.com/embed/w5L2Xg_YzK8
Martin Mechanical Holding ELECTRICAL SERVICES,"electrician, point_of_interest, establishment",5,35,+1 312-934-6653,"5243 S Michigan Ave, Chicago, IL 60615, United States",,,,https://mmhelectricians.com/,YolandaMuhammad@outlook.com,google_places,41.7987905,-87.6223186,https://www.google.com/maps/place/?q=place_id:ChIJlegomFgvDogR5wQ3sXOAN5s,,,,
Old Town 24 Hour Electrician,"electrician, point_of_interest, establishment",,,+1 312-883-0220,"745 W North Ave, Chicago, IL 60610, United States",,,,https://oldtown24hourelectrician.com/,Maintenance@OldTown24HourElectrician.com,google_places,41.9108111,-87.64767909999999,https://www.google.com/maps/place/?q=place_id:ChIJtbav3QXTD4gRgm50RRxprSY,,,,
Elmwood Park Certified Electrician,"electrician, point_of_interest, establishment",,,+1 708-797-3717,"19 Conti Pkwy, Elmwood Park, IL 60707, United States",,,,https://elmwoodparkcertifiedelectrician.com/,Rangel.J@ElmwoodParkCertifiedElectrician.com,google_places,41.9274254,-87.818801,https://www.google.com/maps/place/?q=place_id:ChIJk3SfgEPLD4gRKwWXp7Jktn4,,,,
Jefferson Park Certified Electrician,"electrician, point_of_interest, establishment",,,+1 312-544-0348,"5557 N Northwest Hwy, Chicago, IL 60630, United States",,,,https://jeffersonparkcertifiedelectrician.com/,Service@JeffersonParkCertifiedElectrician.com,google_places,41.9818948,-87.7801508,https://www.google.com/maps/place/?q=place_id:ChIJx5_OCADJD4gRzhG1Ri9kfBs,,,,
Westchester Licensed Electrician,"electrician, point_of_interest, establishment",,,+1 708-515-4626,"10836 31st St, Westchester, IL 60154, United States",,,,https://westchesterlicensedelectrician.com/,"Maintenance@WestchesterLicensedElectrician.com
              ",google_places,41.833932,-87.8994936,https://www.google.com/maps/place/?q=place_id:ChIJlUFFWABLDogRh6y3r9c-9Bo,,,,
Morgan Park Licensed Electrician,"electrician, point_of_interest, establishment",1,5,+1 872-903-1137,"11423 S Western Ave, Chicago, IL 60643, United States",,,,,,google_places,41.6856385,-87.68061,https://www.google.com/maps/place/?q=place_id:ChIJYyDjez4lDogRK3QpCR0nI1o,,,,
Palatine Electrician,"electrician, point_of_interest, establishment",,,+1 847-805-8972,"808 W Northwest Hwy, Palatine, IL 60067, United States",,,,http://palatine-electrician.com/,Contact@Palatine-Electrician.com,google_places,42.1253174,-88.0634893,https://www.google.com/maps/place/?q=place_id:ChIJ9XoZ1ESlD4gRLNSj2V-cFZQ,,,,
West Roseland Electrician,"electrician, point_of_interest, establishment",,,,"131 W 111th St, Chicago, IL 60628, United States",,,,,,google_places,41.6924344,-87.6270799,https://www.google.com/maps/place/?q=place_id:ChIJb2nDYbYlDogROP6IyPiAkvY,,,,
iConduit Electric,"electrician, point_of_interest, store, establishment",5,335,+1 708-630-8670,"7332 W Myrtle Ave, Chicago, IL 60631, United States",,,,https://iconduitelectric.com/?utm_source=gmb&utm_medium=chicago,office@iconduitelectric.com,google_places,41.9937851,-87.8117279,https://www.google.com/maps/place/?q=place_id:ChIJD7w-vQXJD4gRq-vs2Plh-PQ,https://www.instagram.com/iconduitelectric/,https://www.facebook.com/iConduitElectric/,,
Brookfield Licensed Electrician,"electrician, point_of_interest, establishment",1,2,+1 708-580-8121,"9103 Plainfield Rd, Brookfield, IL 60513, United States",,,,,,google_places,41.8062837,-87.84641090000001,https://www.google.com/maps/place/?q=place_id:ChIJhfr7QDY3DogRJkSWqdB-GeU,,,,
West Lakeview Electrician,"electrician, point_of_interest, establishment",,,+1 872-903-1663,"3143 N Clybourn Ave, Chicago, IL 60623, United States",,,,,,google_places,41.9388237,-87.6867209,https://www.google.com/maps/place/?q=place_id:ChIJMxtiOSXTD4gRnuxWbzgMtGE,,,,
Clarendon Hills Electrician,"electrician, point_of_interest, establishment",,,+1 630-332-0073,"221 Railroad Ave, Clarendon Hills, IL 60514, United States",,,,https://clarendonhillselectrician.com/, Service@ClarendonHillsElectrician.com,google_places,41.7964057,-87.9553117,https://www.google.com/maps/place/?q=place_id:ChIJy2tFe2hPDogRZadv-qtO5wA,,,,
La Grange Park Electrician,"electrician, point_of_interest, establishment",,,+1 708-586-7095,"527 E Woodlawn Ave, La Grange Park, IL 60526, United States",,,,https://www.illinois-electrician.com/electrician-in-la-grange-park/,logo-electricalnetwork@2x.jpg,google_places,41.8234673,-87.86904419999999,https://www.google.com/maps/place/?q=place_id:ChIJBWfJk81LDogRHmrL2zYI6wQ,,,,
Tinley Electrician Co.,"electrician, point_of_interest, establishment",2,2,+1 708-247-5116,"7933 W 171st St, Tinley Park, IL 60477, United States",,,,http://tinleyelectricianco.com/,Solutions@TinleyElectricianCo.com,google_places,41.57983160000001,-87.81249319999999,https://www.google.com/maps/place/?q=place_id:ChIJhzaV9qQVDogRpyaIN7edtII,,,,
Old Norwood Park Electrician,"electrician, point_of_interest, establishment",,,+1 872-208-9196,"6152 N Northwest Hwy, Chicago, IL 60631, United States",,,,https://oldnorwoodparkelectrician.com/,Appraisal@OldNorwoodParkElectrician.com,google_places,41.993226,-87.80108299999999,https://www.google.com/maps/place/?q=place_id:ChIJET-Mq57JD4gRGy478PScj5s,,,,
Arnold Electrical Services,"electrician, point_of_interest, establishment",4.8,798,+1 773-378-9690,"5470 N Elston Ave, Chicago, IL 60630, United States",,,,https://www.arnoldelectricchicago.com/?utm_source=google&utm_medium=gmb&utm_campaign=GMB,,google_places,41.9805381,-87.7606429,https://www.google.com/maps/place/?q=place_id:ChIJAaAJLn3JD4gRCmxWKlRF3vw,https://www.instagram.com/arnold_electric_chicago/,https://www.facebook.com/arnoldelectricchicago/,,https://www.youtube.com/channel/UCiWb6wDuVKMXYgL_S7y5ADQ/videos
North Park Master Electrician,"electrician, point_of_interest, establishment",,,+1 773-598-6335,"3232 W Peterson Ave, Chicago, IL 60659, United States",,,,https://northparkmasterelectrician.com/,Gardner@NorthParkMasterElectrician.com,google_places,41.990661,-87.71068,https://www.google.com/maps/place/?q=place_id:ChIJ2eOWQgDPD4gRJ9AvCe7LUwY,,,,
Master Electrician & Services,"electrician, point_of_interest, establishment",3,2,+1 773-875-6186,"5855 W Ainslie St, Chicago, IL 60630, United States",,,,http://melectricianservices.com/,,google_places,41.9693114,-87.77498760000002,https://www.google.com/maps/place/?q=place_id:ChIJAXytvQfMD4gR7xWr7UkpR6o,,,,https://www.youtube.com/iframe_api
Oak Park Electrician Service,"electrician, point_of_interest, establishment",,,+1 708-577-1499,"202 Madison St, Oak Park, IL 60302, United States",,,,https://oakparkelectricianservice.com/,Solutions@OakParkElectricianService.com,google_places,41.8803073,-87.77984029999999,https://www.google.com/maps/place/?q=place_id:ChIJtefhSQA1DogRXl9KtCWY7JA,,,,
Brookfield Certified Electrician,"electrician, point_of_interest, establishment",,,+1 847-796-0870,"9508 Ogden Ave, Brookfield, IL 60513, United States",,,,https://brookfieldcertifiedelectrician.com/,Maintenance@BrookfieldCertifiedElectrician.com,google_places,41.81754919999999,-87.858083,https://www.google.com/maps/place/?q=place_id:ChIJuRsKUPhJDogRyluxkZUWCe8,,,,
Deerfield Certified Electrician,"electrician, point_of_interest, establishment",,,+1 847-460-0750,"779 Waukegan Rd, Deerfield, IL 60015, United States",,,,https://deerfieldcertifiedelectrician.com/,hello@company.com,google_places,42.1669472,-87.84519,https://www.google.com/maps/place/?q=place_id:ChIJDbEMwK7BD4gRIG2JpdtnPu8,,,,
"Four Seasons Heating, Air Conditioning, Plumbing, & Electric","plumber, electrician, general_contractor, point_of_interest, establishment",4.7,26824,+1 708-240-3659,"5701 W 73rd St, Chicago, IL 60638, United States",,,,https://www.fourseasonsheatingcooling.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-chicago&utm_content=website,,google_places,41.7587665,-87.7654299,https://www.google.com/maps/place/?q=place_id:ChIJc2Qg7McwDogR1-GnnjwcNao,https://instagram.com/fourseasonshvac/,https://www.facebook.com/FourSeasonsHVAC,,https://www.youtube.com/fourseasonshvac
Azrikam The Price Is Right Heating & Air Conditioning HVAC,"general_contractor, point_of_interest, establishment",5,657,+1 847-409-8699,"1363 Shermer Rd Ste 214, Northbrook, IL 60062, United States",,,,https://thepriceisrighthvac.com/,azrikamsystems@gmail.com,google_places,42.12745049999999,-87.8283416,https://www.google.com/maps/place/?q=place_id:ChIJu7oSEtvHD4gR-RgZ1e7kRTE,,https://www.facebook.com/azrikamthepriceisright,,https://www.youtube.com/channel/UCuUvIarR74i0FpghpRb_uUQ
